data points (xi, yi)
2	-0.110102	0.196221	-0.108839	0.202618	
2	-0.110102	0.196221	-0.112625	0.209666	
2	-0.110102	0.196221	-0.111205	0.207023	
2	-0.112059	0.199709	-0.114044	0.212308	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.109123	0.194477	-0.113098	0.210547	
2	-0.110102	0.196221	-0.112152	0.208785	
2	-0.109612	0.195349	-0.112152	0.208785	
2	-0.109612	0.195349	-0.109785	0.20438	
2	-0.11157	0.198837	-0.111205	0.207023	
2	-0.109612	0.195349	-0.109312	0.203499	
2	-0.1395	0.245079	-0.111678	0.207904	
2	-0.110102	0.196221	-0.114518	0.213189	
2	-0.110102	0.196221	-0.112152	0.208785	
2	-0.112548	0.200581	-0.114044	0.212308	
2	-0.11157	0.198837	-0.110732	0.206142	
2	-0.114016	0.203198	-0.110259	0.205261	
2	-0.112059	0.199709	-0.113098	0.210547	
2	-0.113038	0.201453	-0.113098	0.210547	
2	-0.11157	0.198837	-0.109312	0.203499	
2	-0.109123	0.194477	-0.111205	0.207023	
2	-0.112548	0.200581	-0.113098	0.210547	
2	-0.109123	0.194477	-0.112625	0.209666	
2	-0.108144	0.192733	-0.111205	0.207023	
2	-0.11108	0.197965	-0.112625	0.209666	
2	-0.11157	0.198837	-0.111678	0.207904	
2	-0.112059	0.199709	-0.112152	0.208785	
2	-0.112059	0.199709	-0.112152	0.208785	
2	-0.0761806	0.133838	-0.108366	0.201737	
2	-0.109123	0.194477	-0.112152	0.208785	
2	-0.113527	0.202326	-0.113098	0.210547	
2	-0.110102	0.196221	-0.111678	0.207904	
2	-0.11108	0.197965	-0.112625	0.209666	
2	-0.110102	0.196221	-0.113571	0.211427	
2	-0.110102	0.196221	-0.112152	0.208785	
2	-0.108634	0.193605	-0.114518	0.213189	
2	-0.110102	0.196221	-0.112152	0.208785	
2	-0.11108	0.197965	-0.110732	0.206142	
2	-0.11108	0.197965	-0.111678	0.207904	
2	-0.112059	0.199709	-0.114044	0.212308	
2	-0.112059	0.199709	-0.113098	0.210547	
2	-0.110102	0.196221	-0.114518	0.213189	
2	-0.112059	0.199709	-0.112152	0.208785	
2	-0.110102	0.196221	-0.109312	0.203499	
2	-0.108634	0.193605	-0.112152	0.208785	
2	-0.110591	0.197093	-0.110732	0.206142	
2	-0.110102	0.196221	-0.108366	0.201737	
2	-0.11108	0.197965	-0.112152	0.208785	
2	-0.110591	0.197093	-0.110732	0.206142	
2	-0.109123	0.194477	-0.110259	0.205261	
2	-0.11157	0.198837	-0.108839	0.202618	
2	-0.114506	0.20407	-0.112152	0.208785	
2	-0.0761806	0.133838	-0.114518	0.213189	
2	-0.114016	0.203198	-0.111678	0.207904	
2	-0.108634	0.193605	-0.112625	0.209666	
2	-0.110102	0.196221	-0.113098	0.210547	
2	-0.110102	0.196221	-0.111678	0.207904	
2	-0.110102	0.196221	-0.113098	0.210547	
2	-0.107655	0.19186	-0.110732	0.206142	
2	-0.110102	0.196221	-0.109312	0.203499	
2	-0.107166	0.190988	-0.108366	0.201737	
2	-0.110591	0.197093	-0.108839	0.202618	
2	-0.110591	0.197093	-0.111205	0.207023	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
2	-0.112548	0.200581	-0.111678	0.207904	
