T00	T01	T02	T03	T10	T11	T12	T13	T20	T21	T22	T23	T30	T31	T32	T33
0.997732	0.0668406	-0.0078905	0.0017798	-0.0666644	0.997559	0.020799	-0.0305353	0.00926145	-0.0202258	0.999753	-0.0247191	0	0	0	1
0.997721	0.0669494	-0.00843085	0.00233363	-0.0667572	0.997542	0.021314	-0.0314207	0.00983708	-0.0207026	0.999737	-0.0241768	0	0	0	1
0.997695	0.0672967	-0.00865255	0.00274228	-0.067097	0.997513	0.0215977	-0.0318434	0.0100845	-0.0209674	0.999729	-0.0240231	0	0	0	1
0.997649	0.0679765	-0.00864681	0.00287829	-0.0677715	0.997455	0.0221273	-0.0320107	0.0101289	-0.0214893	0.999718	-0.0242883	0	0	0	1
0.997632	0.0682213	-0.00873049	0.00318022	-0.0680074	0.997424	0.022823	-0.0326597	0.010265	-0.0221753	0.999701	-0.0237669	0	0	0	1
0.997606	0.0686462	-0.00838425	0.00318387	-0.0684358	0.997385	0.023227	-0.0331391	0.00995677	-0.0225976	0.999695	-0.022404	0	0	0	1
0.997606	0.0686529	-0.00825946	0.00316014	-0.0684396	0.997371	0.0238068	-0.0339634	0.00987215	-0.0231846	0.999682	-0.021854	0	0	0	1
0.997577	0.0690311	-0.00870347	0.0033358	-0.0687983	0.997325	0.0246919	-0.0349522	0.0103847	-0.0240333	0.999657	-0.0217573	0	0	0	1
0.997519	0.0698061	-0.00909871	0.00355378	-0.0695647	0.997274	0.0245883	-0.0350973	0.0107903	-0.0238944	0.999656	-0.0215186	0	0	0	1
0.997463	0.070565	-0.00943793	0.00371129	-0.0703245	0.997241	0.0237592	-0.0348586	0.0110885	-0.0230352	0.999673	-0.0214308	0	0	0	1
0.997455	0.0706817	-0.0093631	0.00366002	-0.0704412	0.997229	0.0239207	-0.0352519	0.0110279	-0.0232003	0.99967	-0.0214475	0	0	0	1
0.997443	0.0708665	-0.00927766	0.0037117	-0.070622	0.997203	0.0244556	-0.0358465	0.0109848	-0.0237378	0.999658	-0.0218572	0	0	0	1
0.99742	0.0711924	-0.00923581	0.00373604	-0.0709448	0.997171	0.0248183	-0.0364443	0.0109766	-0.0240991	0.999649	-0.0225139	0	0	0	1
0.997389	0.0716545	-0.00904074	0.00365907	-0.0714111	0.997137	0.0248552	-0.0366035	0.0107958	-0.0241446	0.99965	-0.0230104	0	0	0	1
0.997317	0.0726946	-0.00861605	0.00322794	-0.0724615	0.997062	0.0248231	-0.0367635	0.0103952	-0.0241321	0.999655	-0.0227892	0	0	0	1
0.997221	0.0739996	-0.00864354	0.00298484	-0.0737634	0.996961	0.0250347	-0.0369769	0.0104698	-0.0243276	0.999649	-0.0231038	0	0	0	1
0.99718	0.07456	-0.00855909	0.00286238	-0.0743286	0.996926	0.0247617	-0.0367437	0.010379	-0.0240557	0.999657	-0.023613	0	0	0	1
0.997153	0.0749796	-0.00802694	0.00245429	-0.074761	0.996894	0.0247481	-0.036748	0.00985762	-0.0240775	0.999661	-0.0237272	0	0	0	1
0.997121	0.075389	-0.00812915	0.00228826	-0.0751693	0.996867	0.0246043	-0.0366064	0.00995857	-0.0239224	0.999664	-0.0235653	0	0	0	1
0.997153	0.0749281	-0.00843148	0.00244685	-0.0746938	0.996885	0.0253236	-0.0368713	0.0103027	-0.0246217	0.999644	-0.0225088	0	0	0	1
0.997164	0.0748361	-0.00792833	0.00205935	-0.0746071	0.996873	0.0260498	-0.0370698	0.009853	-0.0253845	0.999629	-0.0222723	0	0	0	1
0.997154	0.0750052	-0.00765921	0.00178455	-0.0747814	0.996855	0.0262091	-0.0372216	0.00960094	-0.0255618	0.999627	-0.0222243	0	0	0	1
0.997131	0.0753488	-0.00721476	0.00140569	-0.0751333	0.99682	0.0265321	-0.0374641	0.00919099	-0.0259139	0.999622	-0.0217509	0	0	0	1
0.99705	0.0764333	-0.00704028	0.00112405	-0.0762216	0.996737	0.0265809	-0.0374648	0.00904897	-0.0259658	0.999622	-0.0209887	0	0	0	1
0.996956	0.0776398	-0.0070731	0.000951966	-0.0774267	0.996643	0.0265958	-0.0375241	0.00911425	-0.0259672	0.999621	-0.0209631	0	0	0	1
0.996947	0.0777548	-0.00711894	0.000871299	-0.0775377	0.996626	0.0268996	-0.037861	0.00918649	-0.0262655	0.999613	-0.0206163	0	0	0	1
0.996952	0.0776836	-0.00717953	0.000972013	-0.0774604	0.996619	0.0273924	-0.0383944	0.0092832	-0.0267528	0.999599	-0.0205482	0	0	0	1
0.996936	0.0778844	-0.00727736	0.00102301	-0.0776555	0.996595	0.0277142	-0.0388257	0.00941109	-0.0270642	0.999589	-0.0206835	0	0	0	1
0.996933	0.0779034	-0.00750339	0.00126647	-0.0776663	0.996588	0.0279189	-0.0390973	0.00965277	-0.0272505	0.999582	-0.0205074	0	0	0	1
0.996911	0.0781769	-0.00747439	0.00127467	-0.0779406	0.996567	0.0279135	-0.0392651	0.00963092	-0.0272447	0.999582	-0.0207438	0	0	0	1
0.996927	0.0779828	-0.00742258	0.00125958	-0.0777451	0.996574	0.0282199	-0.0395772	0.00959782	-0.0275561	0.999574	-0.0212154	0	0	0	1
0.996994	0.0771356	-0.0072494	0.00112584	-0.0768978	0.996624	0.0287653	-0.0399195	0.00944376	-0.0281214	0.99956	-0.0216103	0	0	0	1
0.997074	0.0760736	-0.00744564	0.00124681	-0.0758261	0.996692	0.029236	-0.0404213	0.0096451	-0.0285859	0.999545	-0.0224401	0	0	0	1
0.997063	0.0762231	-0.00747948	0.00126059	-0.0759687	0.996663	0.0298488	-0.0410521	0.0097297	-0.0291929	0.999526	-0.0232371	0	0	0	1
0.997014	0.0768499	-0.0075546	0.0014069	-0.0765919	0.996612	0.0299608	-0.0414556	0.00983149	-0.0292927	0.999523	-0.0238403	0	0	0	1
0.996956	0.0775965	-0.0075304	0.00151931	-0.0773373	0.99655	0.0301248	-0.0418188	0.00984199	-0.0294507	0.999518	-0.0249228	0	0	0	1
0.996867	0.078738	-0.00746433	0.00122881	-0.0784831	0.996469	0.0298335	-0.0418923	0.009787	-0.0291542	0.999527	-0.0260661	0	0	0	1
0.996804	0.079564	-0.00723328	0.000760112	-0.0793125	0.996394	0.0301579	-0.0421972	0.00960667	-0.0294878	0.999519	-0.0273605	0	0	0	1
0.996736	0.0803505	-0.00786178	0.00100443	-0.0800795	0.99633	0.0302142	-0.042481	0.0102606	-0.029486	0.999513	-0.0275971	0	0	0	1
0.996715	0.0806017	-0.00793657	0.00110792	-0.0803273	0.996308	0.0303127	-0.0428935	0.0103505	-0.0295756	0.999509	-0.0270355	0	0	0	1
0.996769	0.079933	-0.0079112	0.00138629	-0.0796644	0.996374	0.0298645	-0.0427072	0.0102697	-0.0291377	0.999523	-0.0266042	0	0	0	1
0.996746	0.0801957	-0.00806773	0.00153628	-0.0799227	0.996355	0.0298292	-0.0429719	0.0104305	-0.0290873	0.999522	-0.0268445	0	0	0	1
0.996734	0.0803243	-0.00831675	0.00181521	-0.0800419	0.996339	0.0300297	-0.0430845	0.0106984	-0.0292659	0.999514	-0.0262104	0	0	0	1
0.996647	0.0813731	-0.00859791	0.00223045	-0.0810848	0.996262	0.0297856	-0.0426346	0.0109895	-0.0289886	0.999519	-0.02501	0	0	0	1
0.996582	0.0821989	-0.00827798	0.00223387	-0.0819261	0.996212	0.0291626	-0.0420745	0.0106438	-0.0283847	0.99954	-0.02433	0	0	0	1
0.996577	0.0822675	-0.00814365	0.00221908	-0.0819989	0.996206	0.0291354	-0.0420211	0.0105097	-0.0283679	0.999542	-0.0237064	0	0	0	1
0.996538	0.0827558	-0.00790663	0.00230499	-0.0824966	0.996174	0.0288517	-0.0416949	0.010264	-0.0280996	0.999552	-0.0224589	0	0	0	1
0.996447	0.0838294	-0.00812763	0.00223026	-0.0835612	0.996078	0.0290788	-0.0417334	0.0105334	-0.0282963	0.999544	-0.02167	0	0	0	1
0.996437	0.0839345	-0.00831653	0.00256904	-0.0836527	0.996048	0.0298482	-0.0423427	0.010789	-0.0290461	0.99952	-0.0209362	0	0	0	1
0.996461	0.0836374	-0.00840155	0.00265858	-0.083344	0.996048	0.0306921	-0.0430158	0.0109354	-0.0298833	0.999494	-0.0207392	0	0	0	1
0.99643	0.0839931	-0.00856267	0.00287091	-0.0836874	0.995999	0.0313476	-0.0437645	0.0111614	-0.0305191	0.999472	-0.0206393	0	0	0	1
0.996465	0.0835489	-0.00877225	0.00312666	-0.0832345	0.99603	0.0315642	-0.0441901	0.0113746	-0.0307225	0.999463	-0.0208135	0	0	0	1
0.99642	0.0840659	-0.00900209	0.00341417	-0.0837404	0.995977	0.0318965	-0.044441	0.0116473	-0.0310284	0.999451	-0.0210333	0	0	0	1
0.996376	0.0845836	-0.0089365	0.00356866	-0.0842558	0.995922	0.032251	-0.0445467	0.011628	-0.0313812	0.99944	-0.0209648	0	0	0	1
0.996265	0.0859012	-0.00878635	0.00346678	-0.0855718	0.995794	0.0327451	-0.0448887	0.0115622	-0.0318709	0.999425	-0.0211043	0	0	0	1
0.99628	0.0857418	-0.00864348	0.00343141	-0.0854017	0.995763	0.0340858	-0.0460287	0.0115294	-0.0332208	0.999382	-0.0207252	0	0	0	1
0.996229	0.0863154	-0.00880449	0.00346958	-0.0859634	0.995697	0.034605	-0.0468968	0.0117535	-0.0337177	0.999362	-0.0207464	0	0	0	1
0.996214	0.0864528	-0.0091041	0.00353054	-0.0860874	0.995677	0.0348863	-0.0475515	0.0120808	-0.0339705	0.99935	-0.0205496	0	0	0	1
0.996185	0.0867778	-0.00923864	0.00371177	-0.0863989	0.995625	0.0355928	-0.0479821	0.0122869	-0.0346588	0.999324	-0.0207905	0	0	0	1
0.9961	0.0877174	-0.00950643	0.00378645	-0.0873321	0.995553	0.0353231	-0.0477753	0.0125626	-0.0343551	0.999331	-0.0213785	0	0	0	1
0.996041	0.0883872	-0.00953433	0.00373082	-0.088001	0.995495	0.0352854	-0.0476983	0.0126102	-0.0343066	0.999332	-0.0214476	0	0	0	1
0.995993	0.0889305	-0.00946796	0.00369547	-0.088546	0.995446	0.0353096	-0.0476037	0.012565	-0.0343298	0.999332	-0.0215245	0	0	0	1
0.995954	0.0893439	-0.00970328	0.00383949	-0.0889449	0.995393	0.0357925	-0.0480792	0.0128564	-0.0347846	0.999312	-0.0215063	0	0	0	1
0.995969	0.0891889	-0.00954168	0.00341625	-0.0887894	0.995389	0.0362844	-0.0488161	0.0127339	-0.035291	0.999296	-0.023198	0	0	0	1
0.995945	0.0894822	-0.00933979	0.0028999	-0.0890943	0.995376	0.0359138	-0.0490678	0.0125102	-0.034936	0.999311	-0.024615	0	0	0	1
0.99591	0.0898667	-0.00934828	0.00276803	-0.0894825	0.995353	0.035574	-0.0490269	0.0125018	-0.034592	0.999323	-0.0253459	0	0	0	1
0.995852	0.0904533	-0.00982794	0.00294161	-0.0900508	0.995298	0.0356819	-0.0491214	0.0130093	-0.0346489	0.999315	-0.0256082	0	0	0	1
0.995985	0.0889781	-0.00985703	0.00293456	-0.0885687	0.995412	0.0361989	-0.0495887	0.0130327	-0.0351806	0.999296	-0.0260689	0	0	0	1
0.996111	0.0875138	-0.0102019	0.00315772	-0.0870873	0.995527	0.0366355	-0.0503245	0.0133623	-0.0356046	0.999277	-0.0265607	0	0	0	1
0.996129	0.0872703	-0.0105045	0.00326952	-0.0868358	0.995556	0.036439	-0.0506675	0.0136379	-0.0353858	0.999281	-0.0271841	0	0	0	1
0.996058	0.0880741	-0.0105407	0.00311321	-0.0876388	0.995488	0.0363738	-0.0511646	0.0136968	-0.0353067	0.999283	-0.0272523	0	0	0	1
0.996075	0.0878959	-0.0104765	0.00293302	-0.0874609	0.995498	0.0365163	-0.0517583	0.013639	-0.0354567	0.999278	-0.0276561	0	0	0	1
0.996082	0.0878049	-0.0104984	0.00294701	-0.0873753	0.995522	0.0360775	-0.0516712	0.0136192	-0.0350189	0.999294	-0.0272787	0	0	0	1
0.995994	0.0887812	-0.0106718	0.00317635	-0.0883459	0.995439	0.0360106	-0.0515563	0.0138202	-0.0349235	0.999294	-0.0262513	0	0	0	1
0.995938	0.0893931	-0.0107714	0.00332152	-0.0889545	0.995386	0.035972	-0.0514015	0.0139373	-0.0348677	0.999295	-0.0265987	0	0	0	1
0.996175	0.0868297	-0.0097593	0.00276313	-0.0864157	0.995575	0.0369176	-0.0519168	0.0129217	-0.0359331	0.999271	-0.0275409	0	0	0	1
0.996276	0.0857071	-0.00944749	0.0024499	-0.085302	0.995662	0.0371519	-0.0519898	0.0125907	-0.0362076	0.999265	-0.0283503	0	0	0	1
0.996322	0.0852346	-0.00878841	0.0020022	-0.0848447	0.995673	0.0379004	-0.0526448	0.0119808	-0.0370153	0.999243	-0.0283061	0	0	0	1
0.996353	0.0848938	-0.00859691	0.001769	-0.0845108	0.9957	0.0379386	-0.0529149	0.0117807	-0.0370737	0.999243	-0.0276741	0	0	0	1
0.996338	0.0850614	-0.00864062	0.00184797	-0.0846827	0.995705	0.0374257	-0.0525395	0.011787	-0.0365569	0.999262	-0.0270253	0	0	0	1
0.996381	0.0845404	-0.00887726	0.00188639	-0.0841463	0.995728	0.0380139	-0.0531262	0.012053	-0.0371294	0.999238	-0.0272115	0	0	0	1
0.996323	0.0851909	-0.00912847	0.00204243	-0.0847792	0.99565	0.038654	-0.0536298	0.0123817	-0.037738	0.999211	-0.0276309	0	0	0	1
0.996329	0.0851238	-0.00910202	0.00219371	-0.0847088	0.995642	0.0390008	-0.0540776	0.0123822	-0.0380866	0.999198	-0.0278604	0	0	0	1
0.996248	0.0860873	-0.00885908	0.00199468	-0.0856835	0.995567	0.0387898	-0.0542085	0.0121591	-0.0378851	0.999208	-0.0288503	0	0	0	1
0.996201	0.0866441	-0.00872193	0.0016503	-0.0862474	0.995526	0.038601	-0.0542783	0.0120274	-0.0377021	0.999217	-0.0294017	0	0	0	1
0.996196	0.0867193	-0.00859085	0.00143551	-0.0863236	0.995506	0.0389251	-0.0545089	0.0119278	-0.0380354	0.999205	-0.0293519	0	0	0	1
0.996232	0.0863226	-0.00839283	0.00145849	-0.0859187	0.995487	0.0402855	-0.0555307	0.0118325	-0.0394126	0.999153	-0.0293459	0	0	0	1
0.996223	0.0864349	-0.00829191	0.00107928	-0.0860303	0.995462	0.0406836	-0.0560846	0.0117708	-0.0398166	0.999138	-0.0306409	0	0	0	1
0.9962	0.0867094	-0.00819895	0.00114748	-0.0862997	0.995408	0.0414046	-0.0567152	0.0117515	-0.0405397	0.999109	-0.0308685	0	0	0	1
0.996164	0.0870577	-0.00881708	0.00152663	-0.0866277	0.995397	0.041001	-0.0570623	0.0123459	-0.0400799	0.99912	-0.031225	0	0	0	1
0.996131	0.0873962	-0.00918427	0.00170476	-0.0869429	0.995342	0.0416516	-0.0579362	0.0127817	-0.0406919	0.99909	-0.0321268	0	0	0	1
0.99617	0.0869398	-0.00926514	0.0017624	-0.0864735	0.99535	0.0424336	-0.0584338	0.0129112	-0.0414699	0.999056	-0.0325197	0	0	0	1
0.996155	0.0871295	-0.00917085	0.00198987	-0.0866613	0.995315	0.0428719	-0.0588013	0.0128633	-0.0419123	0.999038	-0.0327706	0	0	0	1
0.996046	0.088377	-0.00906601	0.00211377	-0.0879165	0.995219	0.0425319	-0.0587046	0.0127815	-0.0415666	0.999054	-0.0333264	0	0	0	1
0.995939	0.089564	-0.0091666	0.00216127	-0.0891059	0.995138	0.0419559	-0.0580689	0.0128798	-0.0409688	0.999077	-0.0337417	0	0	0	1
0.995851	0.0904653	-0.00980168	0.00237631	-0.0899838	0.99507	0.0417065	-0.057893	0.0135263	-0.0406515	0.999082	-0.0346764	0	0	0	1
0.995758	0.0914935	-0.00971095	0.00211252	-0.0910172	0.994983	0.0415325	-0.0577669	0.0134622	-0.0404725	0.99909	-0.0355272	0	0	0	1
0.995826	0.0908603	-0.00870371	0.00149028	-0.0904233	0.99503	0.0416939	-0.0577528	0.0124488	-0.0407328	0.999093	-0.0355994	0	0	0	1
0.995909	0.0899666	-0.00848092	0.00122268	-0.0895276	0.99507	0.0426573	-0.0583236	0.0122768	-0.0417235	0.999054	-0.0352588	0	0	0	1
0.995958	0.0894256	-0.00842944	0.00110036	-0.0889817	0.995093	0.0432645	-0.0587565	0.012257	-0.0423396	0.999028	-0.0347678	0	0	0	1
0.995902	0.0900563	-0.00835229	0.000989398	-0.0896133	0.99503	0.0434249	-0.0588655	0.0122215	-0.0424984	0.999022	-0.0344886	0	0	0	1
0.995824	0.0909037	-0.00845082	0.000941443	-0.0904461	0.99492	0.0442031	-0.0594116	0.0124261	-0.0432542	0.998987	-0.0342677	0	0	0	1
0.995767	0.0914985	-0.00867333	0.00102542	-0.0910248	0.994846	0.0446677	-0.0600189	0.0127156	-0.0436891	0.998964	-0.0339593	0	0	0	1
0.995683	0.0924424	-0.00839609	0.000630033	-0.0919823	0.994767	0.0444766	-0.0602071	0.0124637	-0.0435123	0.998975	-0.0352416	0	0	0	1
0.995694	0.0923566	-0.00803683	0.000456144	-0.0919117	0.994771	0.0445232	-0.0604094	0.0121068	-0.0435928	0.998976	-0.0361597	0	0	0	1
0.995627	0.0930873	-0.00789099	0.000284905	-0.09265	0.99471	0.0443595	-0.0606273	0.0119786	-0.0434344	0.998984	-0.0369296	0	0	0	1
0.995608	0.0932754	-0.00804982	0.000418962	-0.0928247	0.99467	0.0448825	-0.0608989	0.0121933	-0.0439381	0.99896	-0.0366874	0	0	0	1
0.995581	0.0935404	-0.00823844	0.000507226	-0.0930803	0.994643	0.0449515	-0.0610297	0.0123991	-0.0439861	0.998955	-0.0362551	0	0	0	1
0.995624	0.0930868	-0.00826042	0.000586364	-0.092617	0.994653	0.0456832	-0.0613744	0.0124688	-0.0447183	0.998922	-0.0362811	0	0	0	1
0.995602	0.0933304	-0.00810657	0.000384682	-0.0928588	0.994599	0.0463711	-0.0618148	0.0123906	-0.0454144	0.998891	-0.0360801	0	0	0	1
0.99552	0.094218	-0.00796667	0.00010868	-0.0937511	0.994512	0.04643	-0.062004	0.0122975	-0.0454751	0.99889	-0.0363236	0	0	0	1
0.995502	0.0944317	-0.00764497	-0.000331078	-0.0939784	0.994488	0.0465018	-0.0623261	0.0119941	-0.0455741	0.998889	-0.0369241	0	0	0	1
0.995575	0.093644	-0.00782818	-0.000485633	-0.093178	0.994543	0.0469159	-0.0628487	0.0121789	-0.0459789	0.998868	-0.0376708	0	0	0	1
0.995618	0.0931605	-0.00813978	-0.000425895	-0.0926783	0.994581	0.0471119	-0.0632486	0.0124846	-0.0461511	0.998856	-0.0386907	0	0	0	1
0.995508	0.0943088	-0.00833553	-0.000192677	-0.0938167	0.994475	0.0470883	-0.0633149	0.0127303	-0.0460948	0.998856	-0.0383333	0	0	0	1
0.995472	0.0947137	-0.00801833	-0.000197445	-0.0942331	0.994426	0.0473048	-0.0637233	0.0124541	-0.0463351	0.998848	-0.0378353	0	0	0	1
0.995411	0.0953438	-0.00812923	-9.66003e-05	-0.0948595	0.994374	0.047136	-0.0638575	0.0125776	-0.0461486	0.998855	-0.0372153	0	0	0	1
0.995353	0.0959435	-0.00815043	2.10074e-05	-0.0954583	0.994319	0.047084	-0.0637459	0.0126215	-0.0460872	0.998858	-0.037102	0	0	0	1
0.99527	0.0967714	-0.00849246	4.64828e-05	-0.0962636	0.99422	0.0475464	-0.0639012	0.0130445	-0.046504	0.998833	-0.0377598	0	0	0	1
0.99521	0.0973736	-0.00870746	0.00019167	-0.0968561	0.994166	0.0474692	-0.0639822	0.0132789	-0.0463984	0.998835	-0.0384963	0	0	0	1
0.995178	0.0976862	-0.00886441	0.000275665	-0.0971555	0.994117	0.0478862	-0.0642259	0.0134901	-0.0467941	0.998813	-0.0386797	0	0	0	1
0.995203	0.0974632	-0.00848671	-0.000245919	-0.0969393	0.994097	0.0487246	-0.064685	0.0131855	-0.0476682	0.998776	-0.0398808	0	0	0	1
0.995201	0.0974857	-0.00847572	-0.000644658	-0.0969524	0.994058	0.0494784	-0.0653561	0.0132488	-0.0484192	0.998739	-0.0406244	0	0	0	1
0.995279	0.0967037	-0.0082132	-0.00109776	-0.0961808	0.994121	0.049725	-0.0654604	0.0129735	-0.0487004	0.998729	-0.0417749	0	0	0	1
0.995299	0.0964918	-0.00836649	-0.000931306	-0.0959578	0.994128	0.0500148	-0.0653472	0.0131434	-0.0489768	0.998713	-0.0422068	0	0	0	1
0.995281	0.0966665	-0.00845568	-0.000848808	-0.0961234	0.994095	0.0503569	-0.0652031	0.0132736	-0.0493065	0.998695	-0.0419127	0	0	0	1
0.995224	0.0972234	-0.00873648	-0.000823293	-0.0966557	0.994005	0.0511	-0.0658803	0.0136522	-0.0500115	0.998655	-0.0424255	0	0	0	1
0.995193	0.0975337	-0.00883195	-0.00107026	-0.0969555	0.993956	0.0514927	-0.0666175	0.0138008	-0.0503888	0.998634	-0.0439372	0	0	0	1
0.995116	0.0982894	-0.00911065	-0.00116871	-0.0976934	0.993873	0.0516895	-0.0673203	0.0141354	-0.050547	0.998622	-0.045508	0	0	0	1
0.99509	0.098563	-0.00900653	-0.00133652	-0.0979676	0.99383	0.0519993	-0.0677624	0.0140762	-0.0508616	0.998607	-0.0456959	0	0	0	1
0.995056	0.098914	-0.00897483	-0.00139355	-0.0983228	0.993807	0.0517784	-0.0676299	0.0140408	-0.0506399	0.998618	-0.0455206	0	0	0	1
0.994975	0.0996974	-0.00921386	-0.0011707	-0.0990876	0.993711	0.0521596	-0.0679056	0.0143561	-0.0509845	0.998596	-0.0453572	0	0	0	1
0.994913	0.1003	-0.00943355	-0.000901953	-0.0996684	0.993617	0.0528275	-0.0684699	0.0146719	-0.0516185	0.998559	-0.0450617	0	0	0	1
0.994948	0.0999201	-0.00967754	-0.000490086	-0.0992701	0.993634	0.0532576	-0.069288	0.0149374	-0.0520279	0.998534	-0.0442239	0	0	0	1
0.995014	0.0993307	-0.00896596	-0.000636949	-0.0987155	0.993678	0.0534739	-0.0693954	0.0142209	-0.0523222	0.998529	-0.0437023	0	0	0	1
0.994939	0.10009	-0.00884577	-0.000782317	-0.0994909	0.993642	0.0526944	-0.06912	0.0140637	-0.0515477	0.998572	-0.0446295	0	0	0	1
0.994746	0.101975	-0.00903667	-0.000884337	-0.101374	0.993491	0.0519576	-0.0686125	0.0142762	-0.0507685	0.998608	-0.0456419	0	0	0	1
0.994671	0.102681	-0.00925279	-0.000922878	-0.102069	0.993424	0.0518714	-0.0684379	0.0145181	-0.0506505	0.998611	-0.046155	0	0	0	1
0.994642	0.102925	-0.00971732	-0.000728854	-0.102287	0.993392	0.0520635	-0.0685415	0.0150118	-0.0507906	0.998596	-0.0464934	0	0	0	1
0.994553	0.103746	-0.0100036	-0.000378316	-0.103087	0.993289	0.0524316	-0.0690692	0.0153761	-0.0511148	0.998574	-0.0464227	0	0	0	1
0.994527	0.103976	-0.01021	-0.000171015	-0.103302	0.993251	0.0527324	-0.0697665	0.0156241	-0.0513891	0.998556	-0.0469101	0	0	0	1
0.994436	0.104833	-0.0103928	-9.40732e-05	-0.104156	0.993192	0.0521716	-0.0699177	0.0157913	-0.0507988	0.998584	-0.0479208	0	0	0	1
0.994437	0.10481	-0.0104832	-0.000285873	-0.104138	0.993224	0.0515818	-0.0698412	0.0158184	-0.0502032	0.998614	-0.0495604	0	0	0	1
0.994309	0.106034	-0.0103505	-0.00056515	-0.105364	0.993082	0.051839	-0.0699222	0.0157757	-0.0504534	0.998602	-0.0504828	0	0	0	1
0.994193	0.107148	-0.00995899	-0.00110363	-0.10649	0.992942	0.0522105	-0.0700327	0.015483	-0.0508468	0.998586	-0.0518236	0	0	0	1
0.994142	0.107671	-0.00941295	-0.00172747	-0.107038	0.992876	0.0523538	-0.070154	0.0149829	-0.0510395	0.998584	-0.0526918	0	0	0	1
0.994082	0.108204	-0.00961065	-0.00186458	-0.107563	0.992829	0.0521526	-0.0704992	0.0151848	-0.0508102	0.998593	-0.0528703	0	0	0	1
0.994082	0.108194	-0.00971296	-0.00178535	-0.107549	0.992833	0.0521068	-0.0705095	0.015281	-0.0507538	0.998594	-0.052459	0	0	0	1
0.993997	0.108967	-0.00984984	-0.00162176	-0.108316	0.992759	0.0519329	-0.0705386	0.0154375	-0.0505542	0.998602	-0.0521465	0	0	0	1
0.994003	0.108873	-0.010192	-0.00150289	-0.108208	0.992778	0.0517917	-0.0709281	0.0157571	-0.0503783	0.998606	-0.0527205	0	0	0	1
0.993973	0.109126	-0.0104579	-0.00139766	-0.108437	0.992721	0.0524144	-0.0715403	0.0161016	-0.0509645	0.998571	-0.0531307	0	0	0	1
0.99389	0.109872	-0.0105416	-0.00139452	-0.10918	0.992645	0.0522997	-0.0714423	0.0162103	-0.0508292	0.998576	-0.0532985	0	0	0	1
0.993869	0.110104	-0.0101091	-0.00159074	-0.109431	0.99261	0.052442	-0.0715554	0.0158085	-0.0510142	0.998573	-0.0532306	0	0	0	1
0.993812	0.110626	-0.00994469	-0.00173592	-0.109961	0.992551	0.0524603	-0.0714527	0.0156741	-0.0510422	0.998573	-0.0527745	0	0	0	1
0.993735	0.111326	-0.00981683	-0.00188495	-0.110667	0.992474	0.0524184	-0.0713947	0.0155785	-0.0510036	0.998577	-0.052624	0	0	0	1
0.993692	0.111712	-0.00977967	-0.00203316	-0.111042	0.992391	0.0531972	-0.0718945	0.015648	-0.0517757	0.998536	-0.0525697	0	0	0	1
0.993621	0.112335	-0.00993468	-0.00209107	-0.111653	0.992312	0.053388	-0.0721182	0.0158556	-0.0519382	0.998524	-0.0527867	0	0	0	1
0.993653	0.112051	-0.00987514	-0.00203182	-0.111365	0.992316	0.0539061	-0.0725748	0.0158395	-0.0524643	0.998497	-0.0522716	0	0	0	1
0.993583	0.112703	-0.00953422	-0.00220102	-0.112034	0.992244	0.0538611	-0.0726995	0.0155306	-0.0524473	0.998503	-0.0520187	0	0	0	1
0.993424	0.114069	-0.00988705	-0.00187716	-0.11339	0.992124	0.0532257	-0.0721159	0.0158806	-0.0517546	0.998534	-0.0516976	0	0	0	1
0.993247	0.115545	-0.0104717	-0.00136088	-0.114852	0.992014	0.0521313	-0.0709412	0.0164116	-0.0505765	0.998585	-0.0519709	0	0	0	1
0.993276	0.115287	-0.0105637	-0.000983473	-0.114612	0.992112	0.0507668	-0.0693547	0.0163332	-0.0492147	0.998655	-0.0521856	0	0	0	1
0.993252	0.11546	-0.0109445	-0.000577929	-0.114756	0.992063	0.051392	-0.0690554	0.0167914	-0.0497893	0.998619	-0.0518077	0	0	0	1
0.99322	0.115729	-0.0110011	-0.000269866	-0.115012	0.992003	0.0519917	-0.0690338	0.0169301	-0.050374	0.998587	-0.0522933	0	0	0	1
0.993124	0.116568	-0.0108411	-0.000303948	-0.11586	0.991913	0.051818	-0.0687667	0.0167937	-0.0502056	0.998598	-0.0525143	0	0	0	1
0.993077	0.116983	-0.01067	-0.00039502	-0.116281	0.991857	0.0519359	-0.0686427	0.0166588	-0.0503356	0.998593	-0.0522972	0	0	0	1
0.993034	0.117353	-0.0105972	-0.000656292	-0.116659	0.991827	0.051664	-0.0684697	0.0165735	-0.0500679	0.998608	-0.0521446	0	0	0	1
0.992873	0.118703	-0.0106479	-0.000768136	-0.117982	0.9916	0.0530089	-0.0691832	0.0168508	-0.0513749	0.998537	-0.0525787	0	0	0	1
0.9927	0.120131	-0.0107347	-0.000884804	-0.119408	0.991441	0.0527866	-0.0688295	0.0169841	-0.0511195	0.998548	-0.0524414	0	0	0	1
0.992611	0.120859	-0.0108254	-0.000972104	-0.120133	0.991363	0.0526102	-0.0686825	0.0170903	-0.0509209	0.998556	-0.0526809	0	0	0	1
0.992624	0.120742	-0.0109473	-0.000999405	-0.120013	0.991388	0.0524114	-0.0685447	0.0171812	-0.050711	0.998566	-0.0529852	0	0	0	1
