data points (xi, yi)
21	-0.110038	0.196541	-0.109975	0.196861	-0.109912	0.19718	-0.109849	0.1975	-0.109786	0.19782	-0.109723	0.19814	-0.10966	0.19846	-0.109597	0.19878	-0.109533	0.1991	-0.10947	0.199419	-0.109407	0.199739	-0.109344	0.200059	-0.109281	0.200379	-0.109218	0.200699	-0.109155	0.201019	-0.109092	0.201339	-0.109028	0.201658	-0.108965	0.201978	-0.108902	0.202298	-0.108839	0.202618	-0.108776	0.202938	
21	-0.110228	0.196893	-0.110354	0.197565	-0.11048	0.198238	-0.110606	0.19891	-0.110732	0.199582	-0.110859	0.200254	-0.110985	0.200927	-0.111111	0.201599	-0.111237	0.202271	-0.111363	0.202943	-0.111489	0.203615	-0.111616	0.204288	-0.111742	0.20496	-0.111868	0.205632	-0.111994	0.206304	-0.11212	0.206977	-0.112246	0.207649	-0.112372	0.208321	-0.112499	0.208993	-0.112625	0.209666	-0.112751	0.210338	
21	-0.110157	0.196761	-0.110212	0.197301	-0.110267	0.197841	-0.110322	0.198381	-0.110377	0.198921	-0.110433	0.199461	-0.110488	0.200002	-0.110543	0.200542	-0.110598	0.201082	-0.110653	0.201622	-0.110709	0.202162	-0.110764	0.202702	-0.110819	0.203242	-0.110874	0.203782	-0.110929	0.204322	-0.110984	0.204862	-0.11104	0.205402	-0.111095	0.205943	-0.11115	0.206483	-0.111205	0.207023	-0.11126	0.207563	
21	-0.112158	0.200339	-0.112257	0.200969	-0.112357	0.201599	-0.112456	0.202229	-0.112555	0.202859	-0.112655	0.203489	-0.112754	0.204119	-0.112853	0.204749	-0.112952	0.205379	-0.113052	0.206009	-0.113151	0.206639	-0.11325	0.207269	-0.11335	0.207899	-0.113449	0.208529	-0.113548	0.209159	-0.113647	0.209789	-0.113747	0.210419	-0.113846	0.211049	-0.113945	0.211678	-0.114044	0.212308	-0.114144	0.212938	
21	-0.112505	0.200947	-0.112461	0.201314	-0.112418	0.20168	-0.112374	0.202046	-0.112331	0.202412	-0.112287	0.202778	-0.112244	0.203144	-0.1122	0.20351	-0.112157	0.203876	-0.112113	0.204243	-0.11207	0.204609	-0.112026	0.204975	-0.111983	0.205341	-0.111939	0.205707	-0.111896	0.206073	-0.111852	0.206439	-0.111809	0.206805	-0.111765	0.207171	-0.111722	0.207538	-0.111678	0.207904	-0.111635	0.20827	
21	-0.109322	0.19528	-0.10952	0.196084	-0.109719	0.196887	-0.109918	0.197691	-0.110117	0.198494	-0.110315	0.199298	-0.110514	0.200101	-0.110713	0.200905	-0.110912	0.201708	-0.11111	0.202512	-0.111309	0.203315	-0.111508	0.204119	-0.111707	0.204922	-0.111905	0.205726	-0.112104	0.206529	-0.112303	0.207333	-0.112502	0.208136	-0.1127	0.20894	-0.112899	0.209743	-0.113098	0.210547	-0.113297	0.21135	
21	-0.110204	0.196849	-0.110307	0.197477	-0.110409	0.198105	-0.110512	0.198734	-0.110614	0.199362	-0.110717	0.19999	-0.110819	0.200618	-0.110922	0.201246	-0.111024	0.201875	-0.111127	0.202503	-0.111229	0.203131	-0.111332	0.203759	-0.111434	0.204387	-0.111537	0.205016	-0.111639	0.205644	-0.111742	0.206272	-0.111844	0.2069	-0.111947	0.207528	-0.112049	0.208156	-0.112152	0.208785	-0.112254	0.209413	
21	-0.109739	0.196021	-0.109866	0.196692	-0.109993	0.197364	-0.11012	0.198036	-0.110247	0.198708	-0.110374	0.19938	-0.110501	0.200051	-0.110628	0.200723	-0.110755	0.201395	-0.110882	0.202067	-0.111009	0.202739	-0.111136	0.20341	-0.111263	0.204082	-0.11139	0.204754	-0.111517	0.205426	-0.111644	0.206097	-0.111771	0.206769	-0.111898	0.207441	-0.112025	0.208113	-0.112152	0.208785	-0.112279	0.209456	
21	-0.109621	0.1958	-0.10963	0.196252	-0.109638	0.196703	-0.109647	0.197155	-0.109656	0.197607	-0.109664	0.198058	-0.109673	0.19851	-0.109682	0.198961	-0.10969	0.199413	-0.109699	0.199864	-0.109708	0.200316	-0.109716	0.200767	-0.109725	0.201219	-0.109734	0.201671	-0.109742	0.202122	-0.109751	0.202574	-0.10976	0.203025	-0.109768	0.203477	-0.109777	0.203928	-0.109785	0.20438	-0.109794	0.204831	
21	-0.111551	0.199246	-0.111533	0.199656	-0.111515	0.200065	-0.111497	0.200474	-0.111478	0.200884	-0.11146	0.201293	-0.111442	0.201702	-0.111424	0.202111	-0.111406	0.202521	-0.111387	0.20293	-0.111369	0.203339	-0.111351	0.203749	-0.111333	0.204158	-0.111314	0.204567	-0.111296	0.204976	-0.111278	0.205386	-0.11126	0.205795	-0.111242	0.206204	-0.111223	0.206613	-0.111205	0.207023	-0.111187	0.207432	
